Rank,Module,Class,Kind,PmdSmells,LOC,NCSS,Methods,Path
185,openjpa-jdbc,StoredProcedureQuery,class,22,218,166,13,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/StoredProcedureQuery.java
186,openjpa-persistence,PredicateOperand,interface,22,589,60,0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/PredicateOperand.java
187,openjpa-jdbc,JDBCConfigurationImpl,class,21,1077,830,87,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/JDBCConfigurationImpl.java
188,openjpa-jdbc,PagingResultObjectProvider,class,21,468,309,16,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PagingResultObjectProvider.java
189,openjpa-jdbc,RelationToManyInverseKeyFieldStrategy,class,21,404,309,16,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationToManyInverseKeyFieldStrategy.java
190,openjpa-persistence,PersistenceProviderImpl,class,21,488,294,20,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceProviderImpl.java
191,openjpa-persistence,SubqueryImpl,class,21,408,292,38,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/SubqueryImpl.java
192,openjpa-lib,Value,class,21,601,288,45,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Value.java
193,openjpa-jdbc,DataSourceFactory,class,21,331,226,9,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DataSourceFactory.java
194,openjpa-jest,JSONObjectFormatter,class,21,304,223,9,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JSONObjectFormatter.java
195,openjpa-kernel,OpenJPAConfigurationImpl,class,20,2302,1851,284,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java
196,openjpa-jdbc,ClassMappingInfo,class,20,681,452,55,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ClassMappingInfo.java
197,openjpa-persistence,QueryDefinitionImpl,class,20,488,382,60,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/QueryDefinitionImpl.java
198,openjpa-persistence,EntityManagerFactoryImpl,class,20,506,381,38,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerFactoryImpl.java
199,openjpa-jdbc,PreparedQueryImpl,class,20,458,329,21,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedQueryImpl.java
200,openjpa-jdbc,SimpleDriverDataSource,class,20,259,193,28,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SimpleDriverDataSource.java
201,openjpa-jdbc,MappingToolTask,class,20,273,131,23,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/ant/MappingToolTask.java
202,openjpa-jdbc,InstanceofExpression,class,20,175,116,6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InstanceofExpression.java
203,openjpa-jdbc,SolidDBDictionary,class,19,544,395,22,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SolidDBDictionary.java
204,openjpa-lib,DocTypeReader,class,19,287,162,16,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/DocTypeReader.java
205,openjpa-persistence,PredicateImpl,class,19,236,142,18,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/PredicateImpl.java
206,openjpa-lib,Services,class,19,233,136,10,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Services.java
207,openjpa-lib,JDBCEventConnectionDecorator,class,18,520,436,34,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/JDBCEventConnectionDecorator.java
208,openjpa-jdbc,HandlerRelationMapTableFieldStrategy,class,18,498,408,23,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerRelationMapTableFieldStrategy.java
209,openjpa-kernel,CodeGenerator,class,18,632,383,31,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/CodeGenerator.java
210,openjpa-jdbc,ConstraintUpdateManager,class,18,561,330,18,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ConstraintUpdateManager.java
211,openjpa-jdbc,HSQLDictionary,class,18,417,325,22,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/HSQLDictionary.java
212,openjpa-persistence,StoredProcedureQueryImpl,class,18,423,297,44,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/StoredProcedureQueryImpl.java
213,openjpa-kernel,QueryKey,class,18,483,296,19,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryKey.java
214,openjpa-jest,JESTContext,class,18,329,197,11,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JESTContext.java
215,openjpa-jdbc,Row,interface,18,524,163,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Row.java
216,openjpa-kernel,LocalManagedRuntime,class,18,231,160,17,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/LocalManagedRuntime.java
217,openjpa-jdbc,InExpression,class,18,244,159,12,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InExpression.java
218,openjpa-persistence,CompoundSelections,class,18,230,147,16,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/CompoundSelections.java
219,openjpa-jdbc,TypeLit,class,18,139,92,11,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/TypeLit.java
220,openjpa-lib,DelegatingResultSet,class,17,1089,846,198,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingResultSet.java
221,openjpa-persistence,AbstractManagedType,class,17,1122,716,81,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/AbstractManagedType.java
222,openjpa-lib,J2DoPrivHelper,class,17,1215,577,112,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/J2DoPrivHelper.java
223,openjpa-jdbc,MergedResult,class,17,679,532,91,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/MergedResult.java
224,openjpa-jdbc,InformixDictionary,class,17,468,314,22,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/InformixDictionary.java
225,openjpa-kernel,QueryStatistics,interface,17,441,266,41,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryStatistics.java
226,openjpa-kernel,SequenceMetaData,class,17,460,257,41,openjpa-kernel/src/main/java/org/apache/openjpa/meta/SequenceMetaData.java
227,openjpa-kernel,MetaDataTool,class,17,357,223,17,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataTool.java
228,openjpa-jdbc,QualifiedDBIdentifier,class,17,361,210,25,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/QualifiedDBIdentifier.java
229,openjpa-jdbc,DBCPDriverDataSource,class,17,310,195,15,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DBCPDriverDataSource.java
230,openjpa-jdbc,GeneralCaseExpression,class,17,231,170,24,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GeneralCaseExpression.java
231,openjpa-jdbc,ClassTableJDBCSeq,class,17,277,169,14,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ClassTableJDBCSeq.java
232,openjpa-slice,UniqueResultObjectProvider,class,17,216,169,10,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/UniqueResultObjectProvider.java
233,openjpa-kernel,MetaDataCacheMaintenance,class,17,211,146,10,openjpa-kernel/src/main/java/org/apache/openjpa/conf/MetaDataCacheMaintenance.java
234,openjpa-jdbc,PreparedSQLStoreQuery,class,17,173,115,8,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedSQLStoreQuery.java
235,openjpa-lib,SimpleResultList,class,17,119,80,7,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/SimpleResultList.java
236,openjpa-jdbc,MappingDefaults,interface,17,411,69,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingDefaults.java
237,openjpa-persistence,QueryImpl,class,16,692,510,52,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryImpl.java
238,openjpa-lib,DelegatingPreparedStatement,class,16,675,506,111,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingPreparedStatement.java
239,openjpa-kernel,AbstractLRSProxyMap,class,16,565,404,49,openjpa-kernel/src/main/java/org/apache/openjpa/util/AbstractLRSProxyMap.java
240,openjpa-kernel,ProxyCollections,class,16,637,401,58,openjpa-kernel/src/main/java/org/apache/openjpa/util/proxy/ProxyCollections.java
241,openjpa-kernel,CacheMarshallerImpl,class,16,262,205,16,openjpa-kernel/src/main/java/org/apache/openjpa/conf/CacheMarshallerImpl.java
242,openjpa-jdbc,RowManagerImpl,class,16,303,199,18,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/RowManagerImpl.java
243,openjpa-kernel,LifecycleMetaData,class,16,273,161,11,openjpa-kernel/src/main/java/org/apache/openjpa/meta/LifecycleMetaData.java
244,openjpa-kernel,Exceptions,class,16,291,160,12,openjpa-kernel/src/main/java/org/apache/openjpa/util/Exceptions.java
245,openjpa-lib,MergedResultObjectProvider,class,16,239,158,13,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/MergedResultObjectProvider.java
246,openjpa-kernel,AccessCode,class,16,261,151,22,openjpa-kernel/src/main/java/org/apache/openjpa/meta/AccessCode.java
247,openjpa-persistence,PersistenceMetaDataFactory,class,15,641,473,46,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceMetaDataFactory.java
248,openjpa-jdbc,MappedQueryResultObjectProvider,class,15,543,423,58,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/MappedQueryResultObjectProvider.java
249,openjpa-jdbc,FieldMappingInfo,class,15,470,312,34,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/FieldMappingInfo.java
250,openjpa-jdbc,Discriminator,class,15,459,286,48,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Discriminator.java
251,openjpa-jest,AbstractCommand,class,15,358,256,26,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/AbstractCommand.java
252,openjpa-kernel,MethodStoreQuery,class,15,320,244,14,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/MethodStoreQuery.java
253,openjpa-jdbc,RelationToManyTableFieldStrategy,class,15,303,237,14,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationToManyTableFieldStrategy.java
254,openjpa-lib,XMLMetaDataSerializer,class,15,362,225,22,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/XMLMetaDataSerializer.java
255,openjpa-persistence,ValidatorImpl,class,15,395,223,18,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/validation/ValidatorImpl.java
256,openjpa-jdbc,HandlerStrategies,class,15,280,192,11,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerStrategies.java
257,openjpa-kernel,SavepointFieldManager,class,15,249,155,15,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/SavepointFieldManager.java
258,openjpa-lib,ClassUtil,class,15,213,139,8,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ClassUtil.java
259,openjpa-jdbc,NotEqualTypeExpression,class,15,157,116,4,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NotEqualTypeExpression.java
260,openjpa-jdbc,SQLErrorCodeReader,class,15,155,114,3,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLErrorCodeReader.java
261,openjpa-jdbc,EqualTypeExpression,class,15,147,106,4,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/EqualTypeExpression.java
262,openjpa-jest,JESTServlet,class,15,180,99,8,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JESTServlet.java
263,openjpa-lib,SLF4JLogFactory,class,15,152,93,22,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/SLF4JLogFactory.java
264,openjpa-kernel,DelayedPriorityQueueProxy,class,14,458,370,50,openjpa-kernel/src/main/java/org/apache/openjpa/util/proxy/DelayedPriorityQueueProxy.java
265,openjpa-kernel,ReflectingPersistenceCapable,class,14,423,331,37,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ReflectingPersistenceCapable.java
266,openjpa-jdbc,SybaseDictionary,class,14,499,318,21,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SybaseDictionary.java
267,openjpa-jdbc,ColumnVersionStrategy,class,14,381,271,12,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ColumnVersionStrategy.java
268,openjpa-jdbc,ValueMappingInfo,class,14,402,265,28,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueMappingInfo.java
269,openjpa-jdbc,MapTableFieldStrategy,class,14,338,261,22,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MapTableFieldStrategy.java
270,openjpa-kernel,CacheStatisticsImpl,class,14,250,185,33,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/CacheStatisticsImpl.java
271,openjpa-jdbc,Args,class,14,246,177,29,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Args.java
272,openjpa-lib,MultiClassLoader,class,14,294,174,20,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/MultiClassLoader.java
273,openjpa-jdbc,CoalesceExpression,class,14,212,150,23,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CoalesceExpression.java
274,openjpa-lib,ParameterTemplate,class,14,260,137,21,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ParameterTemplate.java
275,openjpa-kernel,DetachedStateAttachStrategy,class,14,200,127,3,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedStateAttachStrategy.java
276,openjpa-kernel,Bootstrap,class,14,171,108,7,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Bootstrap.java
277,openjpa-persistence,PersistenceListenerAdapter,class,14,135,95,14,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceListenerAdapter.java
278,openjpa-lib,JavaVersions,class,14,129,78,4,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/JavaVersions.java
279,openjpa-lib,XMLWriter,class,14,139,76,5,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/XMLWriter.java
280,openjpa-kernel,QueryHints,interface,14,112,18,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryHints.java
281,openjpa-persistence,CriteriaBuilderImpl,class,13,1047,775,171,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/CriteriaBuilderImpl.java
282,openjpa-kernel,DelayedVectorProxy,class,13,686,578,72,openjpa-kernel/src/main/java/org/apache/openjpa/util/proxy/DelayedVectorProxy.java
283,openjpa-jdbc,PrimitiveFieldStrategy,class,13,440,349,26,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/PrimitiveFieldStrategy.java
284,openjpa-kernel,DataCachePCDataGenerator,class,13,326,227,9,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCachePCDataGenerator.java
285,openjpa-kernel,FetchGroup,class,13,393,220,19,openjpa-kernel/src/main/java/org/apache/openjpa/meta/FetchGroup.java
286,openjpa-jdbc,Schema,class,13,354,218,26,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Schema.java
287,openjpa-kernel,JMSRemoteCommitProvider,class,13,292,194,13,openjpa-kernel/src/main/java/org/apache/openjpa/event/JMSRemoteCommitProvider.java
288,openjpa-jdbc,StoredProcedure,class,13,340,191,26,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/StoredProcedure.java
289,openjpa-persistence,OpenJPAPersistence,class,13,344,162,23,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAPersistence.java
290,openjpa-kernel,CandidatePath,class,13,233,158,19,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/CandidatePath.java
291,openjpa-jdbc,PropertiesReverseCustomizer,class,13,245,152,14,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/PropertiesReverseCustomizer.java
292,openjpa-persistence,AnnotationBuilder,class,13,201,149,16,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationBuilder.java
293,openjpa-lib,FileMetaDataIterator,class,13,198,141,11,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/FileMetaDataIterator.java
294,openjpa-lib,ClassMetaDataIterator,class,13,204,139,7,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClassMetaDataIterator.java
295,openjpa-jdbc,ValueTableJDBCSeq,class,13,216,122,9,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ValueTableJDBCSeq.java
296,openjpa-kernel,JMXProvider,class,13,192,112,8,openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/jmx/JMXProvider.java
297,openjpa-lib,ResultObjectProviderIterator,class,13,116,73,6,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultObjectProviderIterator.java
298,openjpa-kernel,CacheMap,class,12,688,436,56,openjpa-kernel/src/main/java/org/apache/openjpa/util/CacheMap.java
299,openjpa-kernel,DelayedArrayListProxy,class,12,487,404,52,openjpa-kernel/src/main/java/org/apache/openjpa/util/proxy/DelayedArrayListProxy.java
300,openjpa-jdbc,SchemaGroup,class,12,604,371,49,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaGroup.java
301,openjpa-jdbc,FirebirdDictionary,class,12,502,348,19,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/FirebirdDictionary.java
302,openjpa-kernel,Extensions,class,12,476,269,36,openjpa-kernel/src/main/java/org/apache/openjpa/meta/Extensions.java
303,openjpa-kernel,ProxySetupStateManager,class,12,349,261,47,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ProxySetupStateManager.java
304,openjpa-jdbc,HandlerCollectionTableFieldStrategy,class,12,332,259,20,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerCollectionTableFieldStrategy.java
305,openjpa-jdbc,AbstractJDBCSeq,class,12,230,127,13,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/AbstractJDBCSeq.java
306,openjpa-lib,JULLogFactory,class,12,159,113,21,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/JULLogFactory.java
307,openjpa-persistence,HintValueConverter,interface,12,198,111,12,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/HintValueConverter.java
308,openjpa-kernel,OpenJPAVersion,class,12,149,101,4,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAVersion.java
309,openjpa-persistence-jdbc,JDBCPersistenceProductDerivation,class,12,149,97,6,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/JDBCPersistenceProductDerivation.java
310,openjpa-kernel,TransactionEventManager,class,12,134,84,6,openjpa-kernel/src/main/java/org/apache/openjpa/event/TransactionEventManager.java
311,openjpa-lib,AbstractEmptyIterator,class,12,76,36,11,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractEmptyIterator.java
312,openjpa-lib,DelegatingDatabaseMetaData,class,11,1016,795,182,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingDatabaseMetaData.java
313,openjpa-kernel,ObjectIdStateManager,class,11,890,693,142,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ObjectIdStateManager.java
314,openjpa-kernel,DelayedLinkedListProxy,class,11,724,607,73,openjpa-kernel/src/main/java/org/apache/openjpa/util/proxy/DelayedLinkedListProxy.java
315,openjpa-persistence,AbstractDomainObject,class,11,387,250,60,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/AbstractDomainObject.java
316,openjpa-kernel,AbstractMetaDataDefaults,class,11,429,244,34,openjpa-kernel/src/main/java/org/apache/openjpa/meta/AbstractMetaDataDefaults.java
317,openjpa-persistence,PersistenceExceptions,class,11,345,225,14,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceExceptions.java
318,openjpa-lib,LogFactoryImpl,class,11,372,220,26,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogFactoryImpl.java
319,openjpa-persistence,Members,class,11,387,204,36,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/Members.java
320,openjpa-persistence-jdbc,PersistenceMappingDefaults,class,11,261,181,13,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/PersistenceMappingDefaults.java
321,openjpa-jdbc,DynamicSchemaFactory,class,11,259,159,24,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DynamicSchemaFactory.java
